serial_number,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,EOS,EOS,2017-07-02 23:59:59,2.8775,0.8226,0.9965,2.7101,320452000.0,0.0
2,EOS,EOS,2017-07-03 23:59:59,5.396,2.6323,2.7174,4.0866,414950016.0,654930710.727
3,EOS,EOS,2017-07-04 23:59:59,4.1912,2.9334,4.098,3.372,218559008.0,550155156.975
4,EOS,EOS,2017-07-05 23:59:59,3.5235,2.7301,3.356,3.0032,124339000.0,500626421.883
5,EOS,EOS,2017-07-06 23:59:59,3.8675,3.0078,3.0143,3.3613,177463008.0,568361515.182
6,EOS,EOS,2017-07-07 23:59:59,3.3512,2.7132,3.3512,2.8011,96596496.0,481139483.247
7,EOS,EOS,2017-07-08 23:59:59,2.897,2.0851,2.8247,2.5869,151162000.0,489397506.518
8,EOS,EOS,2017-07-09 23:59:59,2.6904,2.1938,2.6004,2.2922,87525104.0,472683189.621
9,EOS,EOS,2017-07-10 23:59:59,2.3884,1.7227,2.2531,1.8326,79608800.0,381951141.016
10,EOS,EOS,2017-07-11 23:59:59,1.8233,1.419,1.7854,1.6558,111023000.0,348448760.784
11,EOS,EOS,2017-07-12 23:59:59,2.0914,1.538,1.6446,2.0733,104621000.0,440930500.377
12,EOS,EOS,2017-07-13 23:59:59,2.1318,1.7106,2.085,1.7408,51203900.0,373156762.413
13,EOS,EOS,2017-07-14 23:59:59,1.7688,1.5415,1.7339,1.5455,41025200.0,337481682.006
14,EOS,EOS,2017-07-15 23:59:59,1.5535,1.3028,1.5535,1.3028,34208800.0,286962321.784
15,EOS,EOS,2017-07-16 23:59:59,1.3472,1.1858,1.2906,1.2541,30802800.0,278730236.322
16,EOS,EOS,2017-07-17 23:59:59,1.5736,1.2542,1.2542,1.5401,62295100.0,344935476.111
17,EOS,EOS,2017-07-18 23:59:59,1.7545,1.4761,1.5435,1.6969,58108000.0,383913353.094
18,EOS,EOS,2017-07-19 23:59:59,1.7877,1.538,1.6997,1.5588,55057600.0,355988648.983
19,EOS,EOS,2017-07-20 23:59:59,1.7642,1.5665,1.5665,1.7449,45949800.0,401980352.915
20,EOS,EOS,2017-07-21 23:59:59,2.0161,1.7272,1.7552,1.8199,58164900.0,422992712.981
21,EOS,EOS,2017-07-22 23:59:59,1.9975,1.8149,1.8153,1.9584,41809000.0,459569043.306
22,EOS,EOS,2017-07-23 23:59:59,2.1364,1.7411,1.9595,1.8651,60205000.0,441892481.005
23,EOS,EOS,2017-07-24 23:59:59,1.9458,1.818,1.8787,1.8743,36585400.0,448035488.466
24,EOS,EOS,2017-07-25 23:59:59,1.8933,1.5522,1.8776,1.6481,42547000.0,397191785.264
25,EOS,EOS,2017-07-26 23:59:59,1.7358,1.473,1.6436,1.7358,48693200.0,422142814.099
26,EOS,EOS,2017-07-27 23:59:59,1.9826,1.7298,1.7488,1.9526,69371696.0,478828804.242
27,EOS,EOS,2017-07-28 23:59:59,2.0097,1.8459,1.963,1.8459,64730400.0,456314167.53
28,EOS,EOS,2017-07-29 23:59:59,1.8378,1.6616,1.8313,1.8331,44021100.0,456657339.992
29,EOS,EOS,2017-07-30 23:59:59,1.843,1.7134,1.8303,1.7822,27580200.0,448515327.484
30,EOS,EOS,2017-07-31 23:59:59,1.7861,1.7074,1.7745,1.7396,29657700.0,441239071.243
31,EOS,EOS,2017-08-01 23:59:59,1.8056,1.6771,1.7465,1.7812,39175500.0,455131357.013
32,EOS,EOS,2017-08-02 23:59:59,1.8186,1.759,1.7815,1.7784,28880800.0,458117403.408
33,EOS,EOS,2017-08-03 23:59:59,1.8118,1.7464,1.7765,1.804,25878000.0,468308118.372
34,EOS,EOS,2017-08-04 23:59:59,1.8496,1.7988,1.8024,1.8054,34183300.0,472252294.578
35,EOS,EOS,2017-08-05 23:59:59,1.977,1.7636,1.8016,1.9093,52324800.0,503269011.155
36,EOS,EOS,2017-08-06 23:59:59,1.9037,1.7245,1.9037,1.7353,38436700.0,463462640.345
37,EOS,EOS,2017-08-07 23:59:59,1.8297,1.7064,1.7326,1.8085,46022400.0,487115008.88
38,EOS,EOS,2017-08-08 23:59:59,2.0444,1.7894,1.811,1.8811,76270800.0,509761999.101
39,EOS,EOS,2017-08-09 23:59:59,1.9482,1.8099,1.8826,1.8286,36813700.0,500066742.6
40,EOS,EOS,2017-08-10 23:59:59,1.8885,1.8252,1.8326,1.8252,43519300.0,502700731.491
41,EOS,EOS,2017-08-11 23:59:59,1.8664,1.7705,1.8304,1.786,49178400.0,495512659.471
42,EOS,EOS,2017-08-12 23:59:59,1.8224,1.6564,1.7876,1.669,38131800.0,466348454.763
43,EOS,EOS,2017-08-13 23:59:59,1.679,1.5782,1.667,1.6165,40514200.0,455024880.276
44,EOS,EOS,2017-08-14 23:59:59,1.6678,1.5437,1.6105,1.6582,39205300.0,470416145.247
45,EOS,EOS,2017-08-15 23:59:59,1.8101,1.5913,1.6562,1.6466,58304700.0,470283316.553
46,EOS,EOS,2017-08-16 23:59:59,1.6431,1.5855,1.6412,1.5979,24022000.0,459649947.006
47,EOS,EOS,2017-08-17 23:59:59,1.6073,1.5225,1.5979,1.5465,25713300.0,447917223.398
48,EOS,EOS,2017-08-18 23:59:59,1.5417,1.3984,1.5383,1.4219,26841700.0,414574831.155
49,EOS,EOS,2017-08-19 23:59:59,1.4442,1.3198,1.4225,1.4045,24769900.0,412400642.695
50,EOS,EOS,2017-08-20 23:59:59,1.4216,1.3566,1.4032,1.3704,15673200.0,405019822.435
51,EOS,EOS,2017-08-21 23:59:59,1.3843,1.3299,1.3694,1.3408,20152300.0,399079603.855
